Series Name,Country/Region,Year,Value
"Unemployment, total (% of total labor force) (national estimate)",Lebanon,2020,
"Unemployment, total (% of total labor force) (national estimate)",Lesotho,2020,
"Unemployment, total (% of total labor force) (national estimate)",Liberia,2020,
"Unemployment, total (% of total labor force) (national estimate)",Libya,2020,
"Unemployment, total (% of total labor force) (national estimate)",Liechtenstein,2020,
"Unemployment, total (% of total labor force) (national estimate)",Lithuania,2020,8.487
"Unemployment, total (% of total labor force) (national estimate)",Luxembourg,2020,6.766
"Unemployment, total (% of total labor force) (national estimate)","Macao SAR, China",2020,2.542
"Unemployment, total (% of total labor force) (national estimate)",Madagascar,2020,
"Unemployment, total (% of total labor force) (national estimate)",Malawi,2020,0.907
"Unemployment, total (% of total labor force) (national estimate)",Malaysia,2020,4.54
"Unemployment, total (% of total labor force) (national estimate)",Maldives,2020,
"Unemployment, total (% of total labor force) (national estimate)",Mali,2020,3.528
"Unemployment, total (% of total labor force) (national estimate)",Malta,2020,4.357
"Unemployment, total (% of total labor force) (national estimate)",Marshall Islands,2020,
"Unemployment, total (% of total labor force) (national estimate)",Mauritania,2020,
"Unemployment, total (% of total labor force) (national estimate)",Mauritius,2020,8.627
"Unemployment, total (% of total labor force) (national estimate)",Mexico,2020,4.441
"Unemployment, total (% of total labor force) (national estimate)",Micronesia,2020,
"Unemployment, total (% of total labor force) (national estimate)",Moldova,2020,1.206
"Unemployment, total (% of total labor force) (national estimate)",Monaco,2020,
"Unemployment, total (% of total labor force) (national estimate)",Mongolia,2020,6.413
"Unemployment, total (% of total labor force) (national estimate)",Montenegro,2020,17.878
"Unemployment, total (% of total labor force) (national estimate)",Morocco,2020,
"Unemployment, total (% of total labor force) (national estimate)",Mozambique,2020,
"Unemployment, total (% of total labor force) (national estimate)",Myanmar,2020,1.476
"Unemployment, total (% of total labor force) (national estimate)",Namibia,2020,
"Unemployment, total (% of total labor force) (national estimate)",Nauru,2020,
"Unemployment, total (% of total labor force) (national estimate)",Nepal,2020,
"Unemployment, total (% of total labor force) (national estimate)",Netherlands,2020,3.82
"Unemployment, total (% of total labor force) (national estimate)",New Caledonia,2020,13.558
"Unemployment, total (% of total labor force) (national estimate)",New Zealand,2020,4.595
"Unemployment, total (% of total labor force) (national estimate)",Nicaragua,2020,
"Unemployment, total (% of total labor force) (national estimate)",Niger,2020,
"Unemployment, total (% of total labor force) (national estimate)",Nigeria,2020,
"Unemployment, total (% of total labor force) (national estimate)",North Macedonia,2020,16.575
"Unemployment, total (% of total labor force) (national estimate)",Northern Mariana Islands,2020,
"Unemployment, total (% of total labor force) (national estimate)",Norway,2020,4.424
"Unemployment, total (% of total labor force) (national estimate)",Oman,2020,2.94
"Unemployment, total (% of total labor force) (national estimate)",Pakistan,2020,
"Unemployment, total (% of total labor force) (national estimate)",Palau,2020,0.765
"Unemployment, total (% of total labor force) (national estimate)",Panama,2020,18.548
"Unemployment, total (% of total labor force) (national estimate)",Papua New Guinea,2020,
"Unemployment, total (% of total labor force) (national estimate)",Paraguay,2020,7.548
"Unemployment, total (% of total labor force) (national estimate)",Peru,2020,7.179
"Unemployment, total (% of total labor force) (national estimate)",Philippines,2020,2.522
"Unemployment, total (% of total labor force) (national estimate)",Poland,2020,3.155
"Unemployment, total (% of total labor force) (national estimate)",Portugal,2020,6.801
"Unemployment, total (% of total labor force) (national estimate)",Puerto Rico,2020,
"Unemployment, total (% of total labor force) (national estimate)",Qatar,2020,0.14
"Unemployment, total (% of total labor force) (national estimate)",Romania,2020,5.035
"Unemployment, total (% of total labor force) (national estimate)",Russia,2020,5.62
"Unemployment, total (% of total labor force) (national estimate)",Rwanda,2020,11.829
"Unemployment, total (% of total labor force) (national estimate)",Samoa,2020,
"Unemployment, total (% of total labor force) (national estimate)",San Marino,2020,7.23
"Unemployment, total (% of total labor force) (national estimate)",Sao Tome and Principe,2020,
"Unemployment, total (% of total labor force) (national estimate)",Saudi Arabia,2020,7.66
"Unemployment, total (% of total labor force) (national estimate)",Senegal,2020,
"Unemployment, total (% of total labor force) (national estimate)",Serbia,2020,9.011
"Unemployment, total (% of total labor force) (national estimate)",Seychelles,2020,4.311
"Unemployment, total (% of total labor force) (national estimate)",Sierra Leone,2020,
"Unemployment, total (% of total labor force) (national estimate)",Singapore,2020,4.1
"Unemployment, total (% of total labor force) (national estimate)",Sint Maarten (Dutch part),2020,
"Unemployment, total (% of total labor force) (national estimate)",Slovakia,2020,6.719
"Unemployment, total (% of total labor force) (national estimate)",Slovenia,2020,4.971
"Unemployment, total (% of total labor force) (national estimate)",Solomon Islands,2020,
"Unemployment, total (% of total labor force) (national estimate)",Somalia,2020,
"Unemployment, total (% of total labor force) (national estimate)",South Africa,2020,29.217
"Unemployment, total (% of total labor force) (national estimate)",South Sudan,2020,
"Unemployment, total (% of total labor force) (national estimate)",Spain,2020,15.532
"Unemployment, total (% of total labor force) (national estimate)",Sri Lanka,2020,5.365
"Unemployment, total (% of total labor force) (national estimate)",St. Kitts and Nevis,2020,
"Unemployment, total (% of total labor force) (national estimate)",St. Lucia,2020,25.225
"Unemployment, total (% of total labor force) (national estimate)",St. Martin (French part),2020,
"Unemployment, total (% of total labor force) (national estimate)",St. Vincent and the Grenadines,2020,
"Unemployment, total (% of total labor force) (national estimate)",Sudan,2020,
"Unemployment, total (% of total labor force) (national estimate)",Suriname,2020,
"Unemployment, total (% of total labor force) (national estimate)",Sweden,2020,8.291
"Unemployment, total (% of total labor force) (national estimate)",Switzerland,2020,4.817
"Unemployment, total (% of total labor force) (national estimate)",Syria,2020,
"Unemployment, total (% of total labor force) (national estimate)",Tajikistan,2020,
"Unemployment, total (% of total labor force) (national estimate)",Tanzania,2020,2.781
"Unemployment, total (% of total labor force) (national estimate)",Thailand,2020,1.099
"Unemployment, total (% of total labor force) (national estimate)",Timor-Leste,2020,
"Unemployment, total (% of total labor force) (national estimate)",Togo,2020,
"Unemployment, total (% of total labor force) (national estimate)",Tonga,2020,
"Unemployment, total (% of total labor force) (national estimate)",Trinidad and Tobago,2020,4.206
"Unemployment, total (% of total labor force) (national estimate)",Tunisia,2020,
"Unemployment, total (% of total labor force) (national estimate)",Turkey,2020,13.148
"Unemployment, total (% of total labor force) (national estimate)",Turkmenistan,2020,
"Unemployment, total (% of total labor force) (national estimate)",Turks and Caicos Islands,2020,
"Unemployment, total (% of total labor force) (national estimate)",Tuvalu,2020,
"Unemployment, total (% of total labor force) (national estimate)",Uganda,2020,
"Unemployment, total (% of total labor force) (national estimate)",Ukraine,2020,9.475
"Unemployment, total (% of total labor force) (national estimate)",United Arab Emirates,2020,4.294
"Unemployment, total (% of total labor force) (national estimate)",United Kingdom,2020,4.518
"Unemployment, total (% of total labor force) (national estimate)",United States,2020,8.055
"Unemployment, total (% of total labor force) (national estimate)",Uruguay,2020,10.413
"Unemployment, total (% of total labor force) (national estimate)",Uzbekistan,2020,5.293
"Unemployment, total (% of total labor force) (national estimate)",Vanuatu,2020,4.046
"Unemployment, total (% of total labor force) (national estimate)",Venezuela,2020,7.53
"Unemployment, total (% of total labor force) (national estimate)",Vietnam,2020,2.103
"Unemployment, total (% of total labor force) (national estimate)",Virgin Islands (U.S.),2020,
"Unemployment, total (% of total labor force) (national estimate)",West Bank and Gaza,2020,25.895
"Unemployment, total (% of total labor force) (national estimate)","Yemen, Rep.",2020,
"Unemployment, total (% of total labor force) (national estimate)",Zambia,2020,6.032
"Unemployment, total (% of total labor force) (national estimate)",Zimbabwe,2020,
,,2020,
,,2020,
,,2020,
Data from database: World Development Indicators,,2020,
Last Updated: 04/15/2025,,2020,
"Population, total",Afghanistan,2021,40000412.0
"Population, total",Albania,2021,2811666.0
"Population, total",Algeria,2021,44761099.0
"Population, total",American Samoa,2021,49225.0
"Population, total",Andorra,2021,78364.0
"Population, total",Angola,2021,34532429.0
"Population, total",Antigua and Barbuda,2021,92349.0
"Population, total",Argentina,2021,45312281.0
"Population, total",Armenia,2021,2962300.0
"Population, total",Aruba,2021,107700.0
"Population, total",Australia,2021,25685412.0
"Population, total",Austria,2021,8955797.0
"Population, total",Azerbaijan,2021,10137750.0
"Population, total",Bahamas,2021,396373.0
"Population, total",Bahrain,2021,1504365.0
"Population, total",Bangladesh,2021,167658854.0
"Population, total",Barbados,2021,282147.0
"Population, total",Belarus,2021,9302585.0
"Population, total",Belgium,2021,11586195.0
"Population, total",Belize,2021,395346.0
"Population, total",Benin,2021,13413417.0
"Population, total",Bermuda,2021,64648.0
"Population, total",Bhutan,2021,775442.0
"Population, total",Bolivia,2021,11937360.0
"Population, total",Bosnia and Herzegovina,2021,3244907.0
"Population, total",Botswana,2021,2401441.0
"Population, total",Brazil,2021,209550294.0
"Population, total",British Virgin Islands,2021,37809.0
"Population, total",Brunei,2021,451721.0
"Population, total",Bulgaria,2021,6877743.0
"Population, total",Burkina Faso,2021,21995243.0
"Population, total",Burundi,2021,12965481.0
"Population, total",Cabo Verde,2021,516649.0
"Population, total",Cambodia,2021,16974305.0
"Population, total",Cameroon,2021,26915758.0
"Population, total",Canada,2021,38239864.0
"Population, total",Cayman Islands,2021,70108.0
"Population, total",Central African Republic,2021,5112100.0
"Population, total",Chad,2021,17828273.0
"Population, total",Channel Islands,2021,166741.0
"Population, total",Chile,2021,19456334.0
"Population, total",China,2021,1412360000.0
"Population, total",Colombia,2021,51188173.0
"Population, total",Comoros,2021,818174.0
"Population, total",Congo (Kinshasa),2021,99148932.0
"Population, total",Congo (Brazzaville),2021,5892183.0
"Population, total",Costa Rica,2021,5059988.0
"Population, total",Cote d'Ivoire,2021,29639736.0
"Population, total",Croatia,2021,3878981.0
"Population, total",Cuba,2021,11122168.0
"Population, total",Curacao,2021,152369.0
"Population, total",Cyprus,2021,1317309.0
"Population, total",Czechia,2021,10505772.0
"Population, total",Denmark,2021,5856733.0
"Population, total",Djibouti,2021,1121248.0
"Population, total",Dominica,2021,67202.0
"Population, total",Dominican Republic,2021,11123476.0
"Population, total",Ecuador,2021,17682454.0
"Population, total",Egypt,2021,110957008.0
"Population, total",El Salvador,2021,6255782.0
"Population, total",Equatorial Guinea,2021,1758786.0
"Population, total",Eritrea,2021,3350183.0
"Population, total",Estonia,2021,1330932.0
"Population, total",Eswatini,2021,1206593.0
"Population, total",Ethiopia,2021,122138588.0
"Population, total",Faroe Islands,2021,53315.0
"Population, total",Fiji,2021,916711.0
"Population, total",Finland,2021,5541017.0
"Population, total",France,2021,67842811.0
"Population, total",French Polynesia,2021,279792.0
"Population, total",Gabon,2021,2376722.0
"Population, total",Gambia,2021,2576010.0
"Population, total",Georgia,2021,3708610.0
"Population, total",Germany,2021,83196078.0
"Population, total",Ghana,2021,32518665.0
"Population, total",Gibraltar,2021,36858.0
"Population, total",Greece,2021,10569207.0
"Population, total",Greenland,2021,56653.0
"Population, total",Grenada,2021,116688.0
"Population, total",Guam,2021,163730.0
"Population, total",Guatemala,2021,17598650.0
"Population, total",Guinea,2021,13710513.0
"Population, total",Guinea-Bissau,2021,2058841.0
"Population, total",Guyana,2021,815482.0
"Population, total",Haiti,2021,11374586.0
"Population, total",Honduras,2021,10289877.0
"Population, total","Hong Kong SAR, China",2021,7413100.0
"Population, total",Hungary,2021,9709891.0
"Population, total",Iceland,2021,372520.0
"Population, total",India,2021,1414203896.0
"Population, total",Indonesia,2021,276758053.0
"Population, total",Iran,2021,88455488.0
"Population, total",Iraq,2021,43071211.0
"Population, total",Ireland,2021,5033164.0
"Population, total",Isle of Man,2021,84106.0
"Population, total",Israel,2021,9371400.0
"Population, total",Italy,2021,59133173.0
"Population, total",Jamaica,2021,2837682.0
"Population, total",Japan,2021,125681593.0
"Population, total",Jordan,2021,11066356.0
"Population, total",Kazakhstan,2021,19743603.0
"Population, total",Kenya,2021,53219166.0
"Population, total",Kiribati,2021,128377.0
"Population, total","Korea, Dem. People's Rep.",2021,26232534.0
"Population, total",South Korea,2021,51769539.0
"Population, total",Kosovo,2021,1786080.0
"Population, total",Kuwait,2021,4360865.0
"Population, total",Kyrgyz Republic,2021,6851224.0
"Population, total",Laos,2021,7453194.0
"Population, total",Latvia,2021,1884490.0
"Population, total",Lebanon,2021,5718122.0
"Population, total",Lesotho,2021,2261542.0
"Population, total",Liberia,2021,5259323.0
"Population, total",Libya,2021,7135175.0
"Population, total",Liechtenstein,2021,39182.0
"Population, total",Lithuania,2021,2800839.0
"Population, total",Luxembourg,2021,640064.0
"Population, total","Macao SAR, China",2021,682500.0
"Population, total",Madagascar,2021,29691083.0
"Population, total",Malawi,2021,20047258.0
"Population, total",Malaysia,2021,34282399.0
"Population, total",Maldives,2021,516154.0
"Population, total",Mali,2021,22388630.0
"Population, total",Malta,2021,518536.0
"Population, total",Marshall Islands,2021,41367.0
"Population, total",Mauritania,2021,4734874.0
"Population, total",Mauritius,2021,1266334.0
"Population, total",Mexico,2021,127648148.0
"Population, total",Micronesia,2021,111624.0
"Population, total",Moldova,2021,2595809.0
"Population, total",Monaco,2021,38527.0
"Population, total",Mongolia,2021,3383741.0
"Population, total",Montenegro,2021,619211.0
"Population, total",Morocco,2021,36954442.0
"Population, total",Mozambique,2021,31707800.0
"Population, total",Myanmar,2021,53387102.0
"Population, total",Namibia,2021,2810548.0
"Population, total",Nauru,2021,11709.0
"Population, total",Nepal,2021,29475010.0
"Population, total",Netherlands,2021,17533044.0
"Population, total",New Caledonia,2021,285214.0
"Population, total",New Zealand,2021,5111300.0
"Population, total",Nicaragua,2021,6644741.0
"Population, total",Niger,2021,24502140.0
"Population, total",Nigeria,2021,218529286.0
"Population, total",North Macedonia,2021,1837114.0
"Population, total",Northern Mariana Islands,2021,46979.0
"Population, total",Norway,2021,5408320.0
"Population, total",Oman,2021,4500424.0
"Population, total",Pakistan,2021,239477801.0
"Population, total",Palau,2021,17783.0
"Population, total",Panama,2021,4345405.0
"Population, total",Papua New Guinea,2021,10012896.0
"Population, total",Paraguay,2021,6684182.0
"Population, total",Peru,2021,33155882.0
"Population, total",Philippines,2021,113100950.0
"Population, total",Poland,2021,36981559.0
"Population, total",Portugal,2021,10361831.0
"Population, total",Puerto Rico,2021,3262693.0
"Population, total",Qatar,2021,2504910.0
"Population, total",Romania,2021,19122059.0
"Population, total",Russia,2021,144746762.0
"Population, total",Rwanda,2021,13355260.0
"Population, total",Samoa,2021,213779.0
"Population, total",San Marino,2021,34252.0
"Population, total",Sao Tome and Principe,2021,221961.0
"Population, total",Saudi Arabia,2021,30784383.0
"Population, total",Senegal,2021,17220867.0
"Population, total",Serbia,2021,6834326.0
"Population, total",Seychelles,2021,99258.0
"Population, total",Sierra Leone,2021,8094602.0
"Population, total",Singapore,2021,5453566.0
"Population, total",Sint Maarten (Dutch part),2021,41571.0
"Population, total",Slovakia,2021,5447247.0
"Population, total",Slovenia,2021,2108079.0
"Population, total",Solomon Islands,2021,762591.0
"Population, total",Somalia,2021,17271431.0
"Population, total",South Africa,2021,61502603.0
"Population, total",South Sudan,2021,10865780.0
"Population, total",Spain,2021,47415794.0
"Population, total",Sri Lanka,2021,22156000.0
"Population, total",St. Kitts and Nevis,2021,46763.0
"Population, total",St. Lucia,2021,178522.0
"Population, total",St. Martin (French part),2021,29961.0
"Population, total",St. Vincent and the Grenadines,2021,102841.0
"Population, total",Sudan,2021,48066924.0
"Population, total",Suriname,2021,617896.0
"Population, total",Sweden,2021,10415811.0
"Population, total",Switzerland,2021,8704546.0
"Population, total",Syria,2021,21628839.0
"Population, total",Tajikistan,2021,9966908.0
"Population, total",Tanzania,2021,62830412.0
"Population, total",Thailand,2021,71727332.0
"Population, total",Timor-Leste,2021,1350139.0
"Population, total",Togo,2021,8878379.0
"Population, total",Tonga,2021,105490.0
"Population, total",Trinidad and Tobago,2021,1367558.0
"Population, total",Tunisia,2021,12048622.0
"Population, total",Turkey,2021,84147318.0
"Population, total",Turkmenistan,2021,7092043.0
"Population, total",Turks and Caicos Islands,2021,45243.0
"Population, total",Tuvalu,2021,10194.0
"Population, total",Uganda,2021,45910930.0
"Population, total",Ukraine,2021,44298640.0
"Population, total",United Arab Emirates,2021,9575152.0
"Population, total",United Kingdom,2021,67026292.0
"Population, total",United States,2021,332048977.0
"Population, total",Uruguay,2021,3396695.0
"Population, total",Uzbekistan,2021,34243696.0
"Population, total",Vanuatu,2021,305868.0
"Population, total",Venezuela,2021,28237826.0
"Population, total",Vietnam,2021,98935098.0
"Population, total",Virgin Islands (U.S.),2021,105870.0
"Population, total",West Bank and Gaza,2021,4922749.0
"Population, total","Yemen, Rep.",2021,37140230.0
"Population, total",Zambia,2021,19603607.0
"Population, total",Zimbabwe,2021,15797210.0
GDP growth (annual %),Afghanistan,2021,-20.7388393676343
GDP growth (annual %),Albania,2021,8.96955339178935
GDP growth (annual %),Algeria,2021,3.79999999999995
GDP growth (annual %),American Samoa,2021,-0.782472613458523
GDP growth (annual %),Andorra,2021,8.28677879049404
GDP growth (annual %),Angola,2021,1.19921052145153
GDP growth (annual %),Antigua and Barbuda,2021,8.1917184618173
GDP growth (annual %),Argentina,2021,10.4418119882506
GDP growth (annual %),Armenia,2021,5.80000000065645
GDP growth (annual %),Aruba,2021,24.1326273569798
GDP growth (annual %),Australia,2021,2.11116814768786
GDP growth (annual %),Austria,2021,4.79532910551458
GDP growth (annual %),Azerbaijan,2021,5.61645102853028
GDP growth (annual %),Bahamas,2021,15.4031489427848
GDP growth (annual %),Bahrain,2021,4.35004091668986
GDP growth (annual %),Bangladesh,2021,6.93867912442445
GDP growth (annual %),Barbados,2021,-0.254965880216531
GDP growth (annual %),Belarus,2021,2.43886212396819
GDP growth (annual %),Belgium,2021,6.20255401586081
GDP growth (annual %),Belize,2021,17.7461701205679
GDP growth (annual %),Benin,2021,7.1554516457574
GDP growth (annual %),Bermuda,2021,5.41909484048358
GDP growth (annual %),Bhutan,2021,4.42136740220592
GDP growth (annual %),Bolivia,2021,6.11137275205746
GDP growth (annual %),Bosnia and Herzegovina,2021,7.38996234012757
GDP growth (annual %),Botswana,2021,11.9206365085117
GDP growth (annual %),Brazil,2021,4.76260437908608
GDP growth (annual %),British Virgin Islands,2021,
GDP growth (annual %),Brunei,2021,-1.59076248075436
GDP growth (annual %),Bulgaria,2021,7.78061481406978
GDP growth (annual %),Burkina Faso,2021,6.94252492572348
GDP growth (annual %),Burundi,2021,3.09999999870627
GDP growth (annual %),Cabo Verde,2021,7.03353010694514
GDP growth (annual %),Cambodia,2021,3.08984284148661
GDP growth (annual %),Cameroon,2021,3.33885747179505
GDP growth (annual %),Canada,2021,5.28695689105889
GDP growth (annual %),Cayman Islands,2021,4.90492941270442
GDP growth (annual %),Central African Republic,2021,0.982919996264229
GDP growth (annual %),Chad,2021,-1.16918700397552
GDP growth (annual %),Channel Islands,2021,9.93680136363695
GDP growth (annual %),Chile,2021,11.3339570691911
GDP growth (annual %),China,2021,8.44846941687277
GDP growth (annual %),Colombia,2021,10.8011981904878
GDP growth (annual %),Comoros,2021,2.00016198933761
GDP growth (annual %),Congo (Kinshasa),2021,6.20015401075946
GDP growth (annual %),Congo (Brazzaville),2021,1.01507036990908
GDP growth (annual %),Costa Rica,2021,7.93576224743147
GDP growth (annual %),Cote d'Ivoire,2021,7.06332910205232
GDP growth (annual %),Croatia,2021,12.6317003277712
GDP growth (annual %),Cuba,2021,1.25369342501311
GDP growth (annual %),Curacao,2021,4.18371193053579
GDP growth (annual %),Cyprus,2021,11.3877633552
GDP growth (annual %),Czechia,2021,4.02901830633854
GDP growth (annual %),Denmark,2021,7.38206628977555
GDP growth (annual %),Djibouti,2021,4.52234774643705
GDP growth (annual %),Dominica,2021,6.8905494167316
GDP growth (annual %),Dominican Republic,2021,12.2719902347896
GDP growth (annual %),Ecuador,2021,9.818417748417
GDP growth (annual %),Egypt,2021,3.29064601202211
GDP growth (annual %),El Salvador,2021,11.9047617015957
GDP growth (annual %),Equatorial Guinea,2021,0.860269956382069
GDP growth (annual %),Eritrea,2021,
GDP growth (annual %),Estonia,2021,7.15444748334397
GDP growth (annual %),Eswatini,2021,3.39933858133693
GDP growth (annual %),Ethiopia,2021,5.64153071734657
GDP growth (annual %),Faroe Islands,2021,5.50438017256558
GDP growth (annual %),Fiji,2021,-4.88103605578388
GDP growth (annual %),Finland,2021,2.73471348589543
GDP growth (annual %),France,2021,6.88233786590355
GDP growth (annual %),French Polynesia,2021,2.09478896837454
GDP growth (annual %),Gabon,2021,1.46795731508091
GDP growth (annual %),Gambia,2021,5.25596878816744
GDP growth (annual %),Georgia,2021,10.6442336580969
GDP growth (annual %),Germany,2021,3.66999986156735
GDP growth (annual %),Ghana,2021,5.07646643533542
GDP growth (annual %),Gibraltar,2021,
GDP growth (annual %),Greece,2021,8.65449785311438
GDP growth (annual %),Greenland,2021,1.29021048770599
GDP growth (annual %),Grenada,2021,4.68747816934534
GDP growth (annual %),Guam,2021,2.0581832574708
GDP growth (annual %),Guatemala,2021,8.03326771516488
GDP growth (annual %),Guinea,2021,5.5823328114905
GDP growth (annual %),Guinea-Bissau,2021,6.18267668294831
GDP growth (annual %),Guyana,2021,20.0600280629427
GDP growth (annual %),Haiti,2021,-1.79823988931486
GDP growth (annual %),Honduras,2021,12.5652843771279
GDP growth (annual %),"Hong Kong SAR, China",2021,6.45440824066419
GDP growth (annual %),Hungary,2021,7.06122060972912
GDP growth (annual %),Iceland,2021,5.25420975317854
GDP growth (annual %),India,2021,9.68959249192875
GDP growth (annual %),Indonesia,2021,3.70288562827751
GDP growth (annual %),Iran,2021,4.71977773157164
GDP growth (annual %),Iraq,2021,1.5021807095434
GDP growth (annual %),Ireland,2021,16.2556132446002
GDP growth (annual %),Isle of Man,2021,3.83783666558899
GDP growth (annual %),Israel,2021,9.34390774596847
GDP growth (annual %),Italy,2021,8.9310620660078
GDP growth (annual %),Jamaica,2021,4.6014245042592
GDP growth (annual %),Japan,2021,2.55932023865617
GDP growth (annual %),Jordan,2021,3.65564191030398
GDP growth (annual %),Kazakhstan,2021,4.29999999729456
GDP growth (annual %),Kenya,2021,7.59048947333467
GDP growth (annual %),Kiribati,2021,8.52266121721455
GDP growth (annual %),"Korea, Dem. People's Rep.",2021,
GDP growth (annual %),South Korea,2021,4.30473481906969
GDP growth (annual %),Kosovo,2021,10.7456560819583
GDP growth (annual %),Kuwait,2021,2.26080609815888
GDP growth (annual %),Kyrgyz Republic,2021,5.50700762671923
GDP growth (annual %),Laos,2021,2.52835100486102
GDP growth (annual %),Latvia,2021,6.94723316214511
GDP growth (annual %),Lebanon,2021,-7.00123862514116
GDP growth (annual %),Lesotho,2021,2.26671067006538
GDP growth (annual %),Liberia,2021,4.98671283481617
GDP growth (annual %),Libya,2021,28.3334624622298
GDP growth (annual %),Liechtenstein,2021,
GDP growth (annual %),Lithuania,2021,6.38001676204321
GDP growth (annual %),Luxembourg,2021,7.16840198697749
GDP growth (annual %),"Macao SAR, China",2021,23.535988887849
GDP growth (annual %),Madagascar,2021,5.73961573854336
GDP growth (annual %),Malawi,2021,4.55829212016083
GDP growth (annual %),Malaysia,2021,3.31534954399166
GDP growth (annual %),Maldives,2021,37.507870124321
GDP growth (annual %),Mali,2021,3.05261356942125
GDP growth (annual %),Malta,2021,13.4603051960595
GDP growth (annual %),Marshall Islands,2021,1.22227252150293
GDP growth (annual %),Mauritania,2021,0.742715395138262
GDP growth (annual %),Mauritius,2021,3.40379866177662
GDP growth (annual %),Mexico,2021,6.04848344290505
GDP growth (annual %),Micronesia,2021,2.8
GDP growth (annual %),Moldova,2021,13.9299997889786
GDP growth (annual %),Monaco,2021,22.2322155851208
GDP growth (annual %),Mongolia,2021,1.63676957736662
GDP growth (annual %),Montenegro,2021,13.0434642521552
GDP growth (annual %),Morocco,2021,8.15473889823681
GDP growth (annual %),Mozambique,2021,2.37743572761507
GDP growth (annual %),Myanmar,2021,-12.0163724829117
GDP growth (annual %),Namibia,2021,3.60382919248703
GDP growth (annual %),Nauru,2021,7.20659466591439
GDP growth (annual %),Nepal,2021,4.838149614115
GDP growth (annual %),Netherlands,2021,6.27683073230526
GDP growth (annual %),New Caledonia,2021,-2.09999999762849
GDP growth (annual %),New Zealand,2021,4.54624763852878
GDP growth (annual %),Nicaragua,2021,10.3160912841791
GDP growth (annual %),Niger,2021,1.38359636198477
GDP growth (annual %),Nigeria,2021,3.64718654072446
GDP growth (annual %),North Macedonia,2021,4.51067949038222
GDP growth (annual %),Northern Mariana Islands,2021,4.96987951807229
GDP growth (annual %),Norway,2021,3.90868677689417
GDP growth (annual %),Oman,2021,2.5821749892893
GDP growth (annual %),Pakistan,2021,6.51388575852702
GDP growth (annual %),Palau,2021,-13.7938879740177
GDP growth (annual %),Panama,2021,16.4671249191559
GDP growth (annual %),Papua New Guinea,2021,-0.511353444150672
GDP growth (annual %),Paraguay,2021,4.01673731780312
GDP growth (annual %),Peru,2021,13.3552295093079
GDP growth (annual %),Philippines,2021,5.71473313426225
GDP growth (annual %),Poland,2021,6.92718266052501
GDP growth (annual %),Portugal,2021,5.55875752305435
GDP growth (annual %),Puerto Rico,2021,0.385222719529239
GDP growth (annual %),Qatar,2021,1.62684672468288
GDP growth (annual %),Romania,2021,5.5457096259051
GDP growth (annual %),Russia,2021,5.61429037578345
GDP growth (annual %),Rwanda,2021,10.8579677614975
GDP growth (annual %),Samoa,2021,-7.07883094291508
GDP growth (annual %),San Marino,2021,13.8977895076234
GDP growth (annual %),Sao Tome and Principe,2021,1.89929891337832
GDP growth (annual %),Saudi Arabia,2021,5.07511034987979
GDP growth (annual %),Senegal,2021,6.54400109964304
GDP growth (annual %),Serbia,2021,7.94905650472278
GDP growth (annual %),Seychelles,2021,0.552281631207279
GDP growth (annual %),Sierra Leone,2021,5.8968527047094
GDP growth (annual %),Singapore,2021,9.69076687082064
GDP growth (annual %),Sint Maarten (Dutch part),2021,4.57759677933345
GDP growth (annual %),Slovakia,2021,5.72698854011892
GDP growth (annual %),Slovenia,2021,8.38965032094461
GDP growth (annual %),Solomon Islands,2021,2.56434975416948
GDP growth (annual %),Somalia,2021,3.45822792939802
GDP growth (annual %),South Africa,2021,4.95503259440756
GDP growth (annual %),South Sudan,2021,
GDP growth (annual %),Spain,2021,6.6831441850028
GDP growth (annual %),Sri Lanka,2021,4.2074764951157
GDP growth (annual %),St. Kitts and Nevis,2021,0.479678356753311
GDP growth (annual %),St. Lucia,2021,11.5994736212466
GDP growth (annual %),St. Martin (French part),2021,4.89999967133534
GDP growth (annual %),St. Vincent and the Grenadines,2021,0.75379707990075
GDP growth (annual %),Sudan,2021,-1.8685204827207
GDP growth (annual %),Suriname,2021,-2.43538583612838
GDP growth (annual %),Sweden,2021,5.9375085730744
GDP growth (annual %),Switzerland,2021,5.39188804141473
GDP growth (annual %),Syria,2021,1.85421590064124
GDP growth (annual %),Tajikistan,2021,9.39999955037523
GDP growth (annual %),Tanzania,2021,4.32138429480482
GDP growth (annual %),Thailand,2021,1.56818176501186
GDP growth (annual %),Timor-Leste,2021,5.363126627216
GDP growth (annual %),Togo,2021,5.99087610392314
GDP growth (annual %),Tonga,2021,0.362601971842835
GDP growth (annual %),Trinidad and Tobago,2021,-1.03742621022469
GDP growth (annual %),Tunisia,2021,4.7363207484732
GDP growth (annual %),Turkey,2021,11.4393956926566
GDP growth (annual %),Turkmenistan,2021,6.20000001747076
GDP growth (annual %),Turks and Caicos Islands,2021,9.02549747146406
GDP growth (annual %),Tuvalu,2021,1.8041359113616
GDP growth (annual %),Uganda,2021,3.53658034070898
GDP growth (annual %),Ukraine,2021,3.44562065700251
GDP growth (annual %),United Arab Emirates,2021,4.35475529921305
GDP growth (annual %),United Kingdom,2021,8.5759509048565
GDP growth (annual %),United States,2021,6.05505293304576
GDP growth (annual %),Uruguay,2021,5.56189279343275
GDP growth (annual %),Uzbekistan,2021,8.0346831263811
