Country/Region,Date,Deaths
France,2020-09-27,192
Netherlands,2020-09-27,49
New Zealand,2020-09-27,0
United Kingdom,2020-09-27,89
Australia,2020-09-28,882
Canada,2020-09-28,9311
China,2020-09-28,4739
Denmark,2020-09-28,0
France,2020-09-28,195
Netherlands,2020-09-28,49
New Zealand,2020-09-28,0
United Kingdom,2020-09-28,89
Australia,2020-09-29,886
Canada,2020-09-29,9325
China,2020-09-29,4739
Denmark,2020-09-29,0
France,2020-09-29,197
Netherlands,2020-09-29,50
New Zealand,2020-09-29,0
United Kingdom,2020-09-29,90
Australia,2020-09-30,888
Canada,2020-09-30,9343
China,2020-09-30,4739
Denmark,2020-09-30,0
France,2020-09-30,217
Netherlands,2020-09-30,51
New Zealand,2020-09-30,0
United Kingdom,2020-09-30,90
Australia,2020-10-01,890
Canada,2020-10-01,9359
China,2020-10-01,4739
Denmark,2020-10-01,0
France,2020-10-01,218
Netherlands,2020-10-01,51
New Zealand,2020-10-01,0
United Kingdom,2020-10-01,90
Australia,2020-10-02,893
Canada,2020-10-02,9449
China,2020-10-02,4739
Denmark,2020-10-02,0
France,2020-10-02,219
Netherlands,2020-10-02,54
New Zealand,2020-10-02,0
United Kingdom,2020-10-02,90
Australia,2020-10-03,894
Canada,2020-10-03,9501
China,2020-10-03,4739
Denmark,2020-10-03,0
France,2020-10-03,219
Netherlands,2020-10-03,54
New Zealand,2020-10-03,0
United Kingdom,2020-10-03,90
Australia,2020-10-04,894
Canada,2020-10-04,9519
China,2020-10-04,4739
Denmark,2020-10-04,0
France,2020-10-04,219
Netherlands,2020-10-04,54
New Zealand,2020-10-04,0
United Kingdom,2020-10-04,90
Australia,2020-10-05,895
Canada,2020-10-05,9544
China,2020-10-05,4739
Denmark,2020-10-05,0
France,2020-10-05,221
Netherlands,2020-10-05,55
New Zealand,2020-10-05,0
United Kingdom,2020-10-05,90
Australia,2020-10-06,897
Canada,2020-10-06,9566
China,2020-10-06,4739
Denmark,2020-10-06,0
France,2020-10-06,243
Netherlands,2020-10-06,56
New Zealand,2020-10-06,0
United Kingdom,2020-10-06,90
Australia,2020-10-07,897
Canada,2020-10-07,9585
China,2020-10-07,4739
Denmark,2020-10-07,0
France,2020-10-07,244
Netherlands,2020-10-07,56
New Zealand,2020-10-07,0
United Kingdom,2020-10-07,90
Australia,2020-10-08,897
Canada,2020-10-08,9603
China,2020-10-08,4739
Denmark,2020-10-08,0
France,2020-10-08,244
Netherlands,2020-10-08,56
New Zealand,2020-10-08,0
United Kingdom,2020-10-08,90
Australia,2020-10-09,897
Canada,2020-10-09,9617
China,2020-10-09,4739
Denmark,2020-10-09,0
France,2020-10-09,245
Netherlands,2020-10-09,57
New Zealand,2020-10-09,0
United Kingdom,2020-10-09,90
Australia,2020-10-10,898
Canada,2020-10-10,9643
China,2020-10-10,4739
Denmark,2020-10-10,0
France,2020-10-10,245
Netherlands,2020-10-10,57
New Zealand,2020-10-10,0
United Kingdom,2020-10-10,90
Australia,2020-10-11,898
Canada,2020-10-11,9657
China,2020-10-11,4739
Denmark,2020-10-11,0
France,2020-10-11,245
Netherlands,2020-10-11,58
New Zealand,2020-10-11,0
United Kingdom,2020-10-11,90
Australia,2020-10-12,899
Canada,2020-10-12,9672
China,2020-10-12,4739
Denmark,2020-10-12,0
France,2020-10-12,247
Netherlands,2020-10-12,58
New Zealand,2020-10-12,0
United Kingdom,2020-10-12,90
Australia,2020-10-13,904
Canada,2020-10-13,9700
China,2020-10-13,4739
Denmark,2020-10-13,0
France,2020-10-13,268
Netherlands,2020-10-13,58
New Zealand,2020-10-13,0
United Kingdom,2020-10-13,90
Australia,2020-10-14,904
Canada,2020-10-14,9723
China,2020-10-14,4739
Denmark,2020-10-14,0
France,2020-10-14,270
Netherlands,2020-10-14,57
New Zealand,2020-10-14,0
United Kingdom,2020-10-14,90
Australia,2020-10-15,904
Canada,2020-10-15,9740
China,2020-10-15,4739
Denmark,2020-10-15,0
France,2020-10-15,270
Netherlands,2020-10-15,57
New Zealand,2020-10-15,0
United Kingdom,2020-10-15,90
Australia,2020-10-16,904
Canada,2020-10-16,9770
China,2020-10-16,4739
Denmark,2020-10-16,0
France,2020-10-16,271
Netherlands,2020-10-16,57
New Zealand,2020-10-16,0
United Kingdom,2020-10-16,90
Australia,2020-10-17,904
Canada,2020-10-17,9787
China,2020-10-17,4739
Denmark,2020-10-17,0
France,2020-10-17,271
Netherlands,2020-10-17,60
New Zealand,2020-10-17,0
United Kingdom,2020-10-17,90
Australia,2020-10-18,905
Canada,2020-10-18,9805
China,2020-10-18,4739
Denmark,2020-10-18,0
France,2020-10-18,271
Netherlands,2020-10-18,60
New Zealand,2020-10-18,0
United Kingdom,2020-10-18,90
Australia,2020-10-19,905
Canada,2020-10-19,9838
China,2020-10-19,4739
Denmark,2020-10-19,0
France,2020-10-19,273
Netherlands,2020-10-19,60
New Zealand,2020-10-19,0
United Kingdom,2020-10-19,90
Australia,2020-10-20,905
Canada,2020-10-20,9855
China,2020-10-20,4739
Denmark,2020-10-20,0
France,2020-10-20,292
Netherlands,2020-10-20,60
New Zealand,2020-10-20,0
United Kingdom,2020-10-20,90
Australia,2020-10-21,905
Canada,2020-10-21,9893
China,2020-10-21,4739
Denmark,2020-10-21,0
France,2020-10-21,298
Netherlands,2020-10-21,61
New Zealand,2020-10-21,0
United Kingdom,2020-10-21,90
Australia,2020-10-22,905
Canada,2020-10-22,9924
China,2020-10-22,4739
Denmark,2020-10-22,0
France,2020-10-22,298
Netherlands,2020-10-22,62
New Zealand,2020-10-22,0
United Kingdom,2020-10-22,90
Australia,2020-10-23,905
Canada,2020-10-23,9953
China,2020-10-23,4739
Denmark,2020-10-23,0
France,2020-10-23,300
Netherlands,2020-10-23,62
New Zealand,2020-10-23,0
United Kingdom,2020-10-23,90
Australia,2020-10-24,905
Canada,2020-10-24,9980
China,2020-10-24,4739
Denmark,2020-10-24,0
France,2020-10-24,300
Netherlands,2020-10-24,62
New Zealand,2020-10-24,0
United Kingdom,2020-10-24,90
Australia,2020-10-25,905
Canada,2020-10-25,10009
China,2020-10-25,4739
Denmark,2020-10-25,0
France,2020-10-25,300
Netherlands,2020-10-25,62
New Zealand,2020-10-25,0
United Kingdom,2020-10-25,90
Australia,2020-10-26,905
Canada,2020-10-26,10043
China,2020-10-26,4739
Denmark,2020-10-26,0
France,2020-10-26,306
Netherlands,2020-10-26,62
New Zealand,2020-10-26,0
United Kingdom,2020-10-26,90
Australia,2020-10-27,907
Canada,2020-10-27,10070
China,2020-10-27,4739
Denmark,2020-10-27,0
France,2020-10-27,313
Netherlands,2020-10-27,62
New Zealand,2020-10-27,0
United Kingdom,2020-10-27,90
Australia,2020-10-28,907
Canada,2020-10-28,10107
China,2020-10-28,4739
Denmark,2020-10-28,0
France,2020-10-28,329
Netherlands,2020-10-28,63
New Zealand,2020-10-28,0
United Kingdom,2020-10-28,90
Australia,2020-10-29,907
Canada,2020-10-29,10140
China,2020-10-29,4739
Denmark,2020-10-29,0
France,2020-10-29,330
Netherlands,2020-10-29,63
New Zealand,2020-10-29,0
United Kingdom,2020-10-29,90
Australia,2020-10-30,907
Canada,2020-10-30,10185
China,2020-10-30,4739
Denmark,2020-10-30,0
France,2020-10-30,332
Netherlands,2020-10-30,63
New Zealand,2020-10-30,0
United Kingdom,2020-10-30,90
Australia,2020-10-31,907
Canada,2020-10-31,10226
China,2020-10-31,4739
Denmark,2020-10-31,0
France,2020-10-31,332
Netherlands,2020-10-31,64
New Zealand,2020-10-31,0
United Kingdom,2020-10-31,90
Australia,2020-11-01,907
Canada,2020-11-01,10263
China,2020-11-01,4739
Denmark,2020-11-01,0
France,2020-11-01,332
Netherlands,2020-11-01,64
New Zealand,2020-11-01,0
United Kingdom,2020-11-01,90
Australia,2020-11-02,907
Canada,2020-11-02,10292
China,2020-11-02,4739
Denmark,2020-11-02,0
France,2020-11-02,344
Netherlands,2020-11-02,64
New Zealand,2020-11-02,0
United Kingdom,2020-11-02,90
Australia,2020-11-03,907
Canada,2020-11-03,10349
China,2020-11-03,4739
Denmark,2020-11-03,0
France,2020-11-03,351
Netherlands,2020-11-03,64
New Zealand,2020-11-03,0
United Kingdom,2020-11-03,90
Australia,2020-11-04,907
Canada,2020-11-04,10391
China,2020-11-04,4740
Denmark,2020-11-04,0
France,2020-11-04,355
Netherlands,2020-11-04,66
New Zealand,2020-11-04,0
United Kingdom,2020-11-04,90
Australia,2020-11-05,907
Canada,2020-11-05,10434
China,2020-11-05,4740
Denmark,2020-11-05,0
France,2020-11-05,358
Netherlands,2020-11-05,67
New Zealand,2020-11-05,0
United Kingdom,2020-11-05,90
Australia,2020-11-06,907
Canada,2020-11-06,10490
China,2020-11-06,4741
Denmark,2020-11-06,0
France,2020-11-06,359
Netherlands,2020-11-06,67
New Zealand,2020-11-06,0
United Kingdom,2020-11-06,90
Australia,2020-11-07,907
Canada,2020-11-07,10537
China,2020-11-07,4741
Denmark,2020-11-07,0
France,2020-11-07,359
Netherlands,2020-11-07,68
New Zealand,2020-11-07,0
United Kingdom,2020-11-07,90
Australia,2020-11-08,907
Canada,2020-11-08,10589
China,2020-11-08,4741
Denmark,2020-11-08,0
France,2020-11-08,359
Netherlands,2020-11-08,68
New Zealand,2020-11-08,0
United Kingdom,2020-11-08,90
Australia,2020-11-09,907
Canada,2020-11-09,10647
China,2020-11-09,4741
Denmark,2020-11-09,0
France,2020-11-09,371
Netherlands,2020-11-09,69
New Zealand,2020-11-09,0
United Kingdom,2020-11-09,91
Australia,2020-11-10,907
Canada,2020-11-10,10709
China,2020-11-10,4742
Denmark,2020-11-10,0
France,2020-11-10,384
Netherlands,2020-11-10,70
New Zealand,2020-11-10,0
United Kingdom,2020-11-10,91
Australia,2020-11-11,907
Canada,2020-11-11,10770
China,2020-11-11,4742
Denmark,2020-11-11,0
France,2020-11-11,384
Netherlands,2020-11-11,71
New Zealand,2020-11-11,0
United Kingdom,2020-11-11,92
Australia,2020-11-12,907
Canada,2020-11-12,10846
China,2020-11-12,4742
Denmark,2020-11-12,0
France,2020-11-12,384
Netherlands,2020-11-12,71
New Zealand,2020-11-12,0
United Kingdom,2020-11-12,92
Australia,2020-11-13,907
Canada,2020-11-13,10895
China,2020-11-13,4742
Denmark,2020-11-13,0
France,2020-11-13,385
Netherlands,2020-11-13,72
New Zealand,2020-11-13,0
United Kingdom,2020-11-13,92
Australia,2020-11-14,907
Canada,2020-11-14,10958
China,2020-11-14,4742
Denmark,2020-11-14,0
France,2020-11-14,385
Netherlands,2020-11-14,73
New Zealand,2020-11-14,0
United Kingdom,2020-11-14,92
Australia,2020-11-15,907
Canada,2020-11-15,11031
China,2020-11-15,4742
Denmark,2020-11-15,0
France,2020-11-15,386
Netherlands,2020-11-15,73
New Zealand,2020-11-15,0
United Kingdom,2020-11-15,92
Australia,2020-11-16,907
Canada,2020-11-16,11105
China,2020-11-16,4742
Denmark,2020-11-16,0
France,2020-11-16,391
Netherlands,2020-11-16,73
New Zealand,2020-11-16,0
United Kingdom,2020-11-16,93
Australia,2020-11-17,907
Canada,2020-11-17,11171
China,2020-11-17,4742
Denmark,2020-11-17,0
France,2020-11-17,400
Netherlands,2020-11-17,73
New Zealand,2020-11-17,0
United Kingdom,2020-11-17,94
Australia,2020-11-18,907
Canada,2020-11-18,11273
China,2020-11-18,4742
Denmark,2020-11-18,0
France,2020-11-18,406
Netherlands,2020-11-18,74
New Zealand,2020-11-18,0
United Kingdom,2020-11-18,94
Australia,2020-11-19,907
Canada,2020-11-19,11346
China,2020-11-19,4742
Denmark,2020-11-19,0
France,2020-11-19,406
Netherlands,2020-11-19,75
New Zealand,2020-11-19,0
United Kingdom,2020-11-19,95
Australia,2020-11-20,907
Canada,2020-11-20,11411
China,2020-11-20,4742
Denmark,2020-11-20,0
France,2020-11-20,409
Netherlands,2020-11-20,76
New Zealand,2020-11-20,0
United Kingdom,2020-11-20,95
Australia,2020-11-21,907
Canada,2020-11-21,11479
China,2020-11-21,4742
Denmark,2020-11-21,0
France,2020-11-21,409
Netherlands,2020-11-21,76
New Zealand,2020-11-21,0
United Kingdom,2020-11-21,95
Australia,2020-11-22,907
Canada,2020-11-22,11537
China,2020-11-22,4742
Denmark,2020-11-22,0
France,2020-11-22,409
Netherlands,2020-11-22,76
New Zealand,2020-11-22,0
United Kingdom,2020-11-22,96
Australia,2020-11-23,907
Canada,2020-11-23,11614
China,2020-11-23,4742
Denmark,2020-11-23,0
France,2020-11-23,415
Netherlands,2020-11-23,76
New Zealand,2020-11-23,0
United Kingdom,2020-11-23,97
Australia,2020-11-24,907
Canada,2020-11-24,11705
China,2020-11-24,4742
Denmark,2020-11-24,0
France,2020-11-24,422
Netherlands,2020-11-24,76
New Zealand,2020-11-24,0
United Kingdom,2020-11-24,97
Australia,2020-11-25,907
Canada,2020-11-25,11798
China,2020-11-25,4742
Denmark,2020-11-25,0
France,2020-11-25,429
Netherlands,2020-11-25,76
New Zealand,2020-11-25,0
United Kingdom,2020-11-25,97
Australia,2020-11-26,907
Canada,2020-11-26,11884
China,2020-11-26,4742
Denmark,2020-11-26,0
France,2020-11-26,431
Netherlands,2020-11-26,76
New Zealand,2020-11-26,0
United Kingdom,2020-11-26,97
Australia,2020-11-27,907
Canada,2020-11-27,11967
China,2020-11-27,4742
Denmark,2020-11-27,0
France,2020-11-27,433
Netherlands,2020-11-27,76
New Zealand,2020-11-27,0
United Kingdom,2020-11-27,97
Australia,2020-11-28,907
Canada,2020-11-28,12040
China,2020-11-28,4743
Denmark,2020-11-28,0
France,2020-11-28,433
Netherlands,2020-11-28,77
New Zealand,2020-11-28,0
United Kingdom,2020-11-28,97
Australia,2020-11-29,908
Canada,2020-11-29,12117
China,2020-11-29,4743
Denmark,2020-11-29,0
France,2020-11-29,433
Netherlands,2020-11-29,77
New Zealand,2020-11-29,0
United Kingdom,2020-11-29,97
Australia,2020-11-30,908
Canada,2020-11-30,12223
China,2020-11-30,4743
Denmark,2020-11-30,0
France,2020-11-30,435
Netherlands,2020-11-30,77
New Zealand,2020-11-30,0
United Kingdom,2020-11-30,97
Australia,2020-12-01,908
Canada,2020-12-01,12300
China,2020-12-01,4743
Denmark,2020-12-01,0
France,2020-12-01,437
Netherlands,2020-12-01,80
New Zealand,2020-12-01,0
United Kingdom,2020-12-01,97
Australia,2020-12-02,908
Canada,2020-12-02,12407
China,2020-12-02,4744
Denmark,2020-12-02,0
France,2020-12-02,438
Netherlands,2020-12-02,80
New Zealand,2020-12-02,0
United Kingdom,2020-12-02,97
Australia,2020-12-03,908
Canada,2020-12-03,12498
China,2020-12-03,4744
Denmark,2020-12-03,0
France,2020-12-03,439
Netherlands,2020-12-03,80
New Zealand,2020-12-03,0
United Kingdom,2020-12-03,97
Australia,2020-12-04,908
Canada,2020-12-04,12594
China,2020-12-04,4746
Denmark,2020-12-04,0
France,2020-12-04,442
Netherlands,2020-12-04,81
New Zealand,2020-12-04,0
United Kingdom,2020-12-04,97
Australia,2020-12-05,908
Canada,2020-12-05,12673
China,2020-12-05,4746
Denmark,2020-12-05,0
France,2020-12-05,442
Netherlands,2020-12-05,81
New Zealand,2020-12-05,0
United Kingdom,2020-12-05,97
Australia,2020-12-06,908
Canada,2020-12-06,12753
China,2020-12-06,4746
Denmark,2020-12-06,0
France,2020-12-06,442
Netherlands,2020-12-06,81
New Zealand,2020-12-06,0
United Kingdom,2020-12-06,97
Australia,2020-12-07,908
Canada,2020-12-07,12878
China,2020-12-07,4746
Denmark,2020-12-07,0
France,2020-12-07,442
Netherlands,2020-12-07,82
New Zealand,2020-12-07,0
United Kingdom,2020-12-07,97
Australia,2020-12-08,908
Canada,2020-12-08,12974
China,2020-12-08,4746
Denmark,2020-12-08,0
France,2020-12-08,449
Netherlands,2020-12-08,82
New Zealand,2020-12-08,0
United Kingdom,2020-12-08,97
Australia,2020-12-09,908
Canada,2020-12-09,13084
China,2020-12-09,4748
Denmark,2020-12-09,0
France,2020-12-09,453
Netherlands,2020-12-09,82
New Zealand,2020-12-09,0
United Kingdom,2020-12-09,97
Australia,2020-12-10,908
Canada,2020-12-10,13207
China,2020-12-10,4748
Denmark,2020-12-10,0
France,2020-12-10,459
Netherlands,2020-12-10,83
New Zealand,2020-12-10,0
United Kingdom,2020-12-10,97
Australia,2020-12-11,908
Canada,2020-12-11,13340
China,2020-12-11,4748
Denmark,2020-12-11,0
France,2020-12-11,460
Netherlands,2020-12-11,85
New Zealand,2020-12-11,0
United Kingdom,2020-12-11,97
Australia,2020-12-12,908
Canada,2020-12-12,13437
China,2020-12-12,4749
Denmark,2020-12-12,0
France,2020-12-12,460
Netherlands,2020-12-12,85
New Zealand,2020-12-12,0
United Kingdom,2020-12-12,97
Australia,2020-12-13,908
Canada,2020-12-13,13518
China,2020-12-13,4751
Denmark,2020-12-13,0
France,2020-12-13,460
Netherlands,2020-12-13,86
New Zealand,2020-12-13,0
United Kingdom,2020-12-13,97
Australia,2020-12-14,908
Canada,2020-12-14,13661
China,2020-12-14,4754
Denmark,2020-12-14,0
France,2020-12-14,465
Netherlands,2020-12-14,86
New Zealand,2020-12-14,0
United Kingdom,2020-12-14,98
Australia,2020-12-15,908
Canada,2020-12-15,13768
China,2020-12-15,4756
Denmark,2020-12-15,0
France,2020-12-15,469
Netherlands,2020-12-15,86
New Zealand,2020-12-15,0
United Kingdom,2020-12-15,98
Australia,2020-12-16,908
Canada,2020-12-16,13896
China,2020-12-16,4757
Denmark,2020-12-16,0
France,2020-12-16,470
Netherlands,2020-12-16,87
New Zealand,2020-12-16,0
United Kingdom,2020-12-16,98
Australia,2020-12-17,908
Canada,2020-12-17,14044
China,2020-12-17,4759
Denmark,2020-12-17,0
France,2020-12-17,473
Netherlands,2020-12-17,87
New Zealand,2020-12-17,0
United Kingdom,2020-12-17,98
Australia,2020-12-18,908
Canada,2020-12-18,14166
China,2020-12-18,4763
Denmark,2020-12-18,0
France,2020-12-18,475
Netherlands,2020-12-18,87
New Zealand,2020-12-18,0
United Kingdom,2020-12-18,98
Australia,2020-12-19,908
Canada,2020-12-19,14268
China,2020-12-19,4763
Denmark,2020-12-19,0
France,2020-12-19,477
Netherlands,2020-12-19,87
New Zealand,2020-12-19,0
United Kingdom,2020-12-19,99
Australia,2020-12-20,908
Canada,2020-12-20,14357
China,2020-12-20,4763
Denmark,2020-12-20,0
France,2020-12-20,478
Netherlands,2020-12-20,87
New Zealand,2020-12-20,0
United Kingdom,2020-12-20,102
Australia,2020-12-21,908
Canada,2020-12-21,14467
China,2020-12-21,4765
Denmark,2020-12-21,0
France,2020-12-21,481
Netherlands,2020-12-21,87
New Zealand,2020-12-21,0
United Kingdom,2020-12-21,102
Australia,2020-12-22,908
Canada,2020-12-22,14588
China,2020-12-22,4766
Denmark,2020-12-22,0
France,2020-12-22,481
Netherlands,2020-12-22,87
New Zealand,2020-12-22,0
United Kingdom,2020-12-22,102
Australia,2020-12-23,908
Canada,2020-12-23,14733
China,2020-12-23,4767
Denmark,2020-12-23,0
France,2020-12-23,483
Netherlands,2020-12-23,88
New Zealand,2020-12-23,0
United Kingdom,2020-12-23,104
Australia,2020-12-24,908
Canada,2020-12-24,14877
China,2020-12-24,4769
Denmark,2020-12-24,0
France,2020-12-24,484
Netherlands,2020-12-24,88
New Zealand,2020-12-24,0
United Kingdom,2020-12-24,105
Australia,2020-12-25,908
Canada,2020-12-25,14983
China,2020-12-25,4770
Denmark,2020-12-25,0
France,2020-12-25,484
Netherlands,2020-12-25,91
New Zealand,2020-12-25,0
United Kingdom,2020-12-25,106
Australia,2020-12-26,908
Canada,2020-12-26,15083
China,2020-12-26,4770
Denmark,2020-12-26,0
France,2020-12-26,484
Netherlands,2020-12-26,92
New Zealand,2020-12-26,0
United Kingdom,2020-12-26,108
Australia,2020-12-27,909
Canada,2020-12-27,15206
China,2020-12-27,4770
Denmark,2020-12-27,0
France,2020-12-27,484
Netherlands,2020-12-27,92
New Zealand,2020-12-27,0
United Kingdom,2020-12-27,108
Australia,2020-12-28,909
Canada,2020-12-28,15318
China,2020-12-28,4773
Denmark,2020-12-28,0
France,2020-12-28,489
Netherlands,2020-12-28,93
New Zealand,2020-12-28,0
United Kingdom,2020-12-28,108
Australia,2020-12-29,909
Canada,2020-12-29,15520
China,2020-12-29,4777
Denmark,2020-12-29,0
France,2020-12-29,490
Netherlands,2020-12-29,93
New Zealand,2020-12-29,0
United Kingdom,2020-12-29,108
Australia,2020-12-30,909
Canada,2020-12-30,15625
China,2020-12-30,4780
Denmark,2020-12-30,0
France,2020-12-30,491
Netherlands,2020-12-30,93
New Zealand,2020-12-30,0
United Kingdom,2020-12-30,108
Australia,2020-12-31,909
Canada,2020-12-31,15736
China,2020-12-31,4782
Denmark,2020-12-31,0
France,2020-12-31,491
Netherlands,2020-12-31,93
New Zealand,2020-12-31,0
United Kingdom,2020-12-31,109
Australia,2021-01-01,909
Canada,2021-01-01,15819
China,2021-01-01,4783
Denmark,2021-01-01,0
France,2021-01-01,492
Netherlands,2021-01-01,95
New Zealand,2021-01-01,0
United Kingdom,2021-01-01,110
Australia,2021-01-02,909
Canada,2021-01-02,15922
China,2021-01-02,4784
Denmark,2021-01-02,0
France,2021-01-02,492
Netherlands,2021-01-02,95
New Zealand,2021-01-02,0
United Kingdom,2021-01-02,112
Australia,2021-01-03,909
Canada,2021-01-03,15992
China,2021-01-03,4784
Denmark,2021-01-03,0
France,2021-01-03,492
Netherlands,2021-01-03,95
New Zealand,2021-01-03,0
United Kingdom,2021-01-03,113
Australia,2021-01-04,909
Canada,2021-01-04,16224
China,2021-01-04,4785
Denmark,2021-01-04,0
France,2021-01-04,499
Netherlands,2021-01-04,95
New Zealand,2021-01-04,0
United Kingdom,2021-01-04,113
Australia,2021-01-05,909
Canada,2021-01-05,16370
China,2021-01-05,4787
Denmark,2021-01-05,0
France,2021-01-05,501
Netherlands,2021-01-05,96
New Zealand,2021-01-05,0
United Kingdom,2021-01-05,116
Australia,2021-01-06,909
Canada,2021-01-06,16506
China,2021-01-06,4788
Denmark,2021-01-06,1
France,2021-01-06,501
Netherlands,2021-01-06,97
New Zealand,2021-01-06,0
United Kingdom,2021-01-06,120
Australia,2021-01-07,909
Canada,2021-01-07,16689
China,2021-01-07,4788
Denmark,2021-01-07,1
France,2021-01-07,502
Netherlands,2021-01-07,98
New Zealand,2021-01-07,0
United Kingdom,2021-01-07,124
Australia,2021-01-08,909
Canada,2021-01-08,16819
China,2021-01-08,4789
Denmark,2021-01-08,1
France,2021-01-08,503
Netherlands,2021-01-08,98
New Zealand,2021-01-08,0
United Kingdom,2021-01-08,128
Australia,2021-01-09,909
Canada,2021-01-09,16949
China,2021-01-09,4791
Denmark,2021-01-09,1
France,2021-01-09,504
Netherlands,2021-01-09,99
New Zealand,2021-01-09,0
United Kingdom,2021-01-09,131
Australia,2021-01-10,909
Canada,2021-01-10,17065
China,2021-01-10,4792
Denmark,2021-01-10,1
France,2021-01-10,504
Netherlands,2021-01-10,100
New Zealand,2021-01-10,0
United Kingdom,2021-01-10,136
Australia,2021-01-11,909
Canada,2021-01-11,17190
China,2021-01-11,4792
Denmark,2021-01-11,1
France,2021-01-11,506
Netherlands,2021-01-11,101
New Zealand,2021-01-11,0
United Kingdom,2021-01-11,136
Australia,2021-01-12,909
Canada,2021-01-12,17338
China,2021-01-12,4793
Denmark,2021-01-12,1
France,2021-01-12,507
Netherlands,2021-01-12,101
New Zealand,2021-01-12,0
United Kingdom,2021-01-12,137
Australia,2021-01-13,909
Canada,2021-01-13,17519
China,2021-01-13,4796
Denmark,2021-01-13,1
France,2021-01-13,507
Netherlands,2021-01-13,101
New Zealand,2021-01-13,0
United Kingdom,2021-01-13,142
Australia,2021-01-14,909
Canada,2021-01-14,17666
China,2021-01-14,4796
Denmark,2021-01-14,1
France,2021-01-14,509
Netherlands,2021-01-14,101
New Zealand,2021-01-14,0
United Kingdom,2021-01-14,147
Australia,2021-01-15,909
Canada,2021-01-15,17843
China,2021-01-15,4796
Denmark,2021-01-15,1
France,2021-01-15,511
Netherlands,2021-01-15,101
New Zealand,2021-01-15,0
United Kingdom,2021-01-15,153
Australia,2021-01-16,909
Canada,2021-01-16,17957
China,2021-01-16,4797
Denmark,2021-01-16,1
France,2021-01-16,514
Netherlands,2021-01-16,101
New Zealand,2021-01-16,0
United Kingdom,2021-01-16,157
Australia,2021-01-17,909
Canada,2021-01-17,18097
China,2021-01-17,4797
Denmark,2021-01-17,1
France,2021-01-17,515
Netherlands,2021-01-17,101
New Zealand,2021-01-17,0
United Kingdom,2021-01-17,168
Australia,2021-01-18,909
Canada,2021-01-18,18222
China,2021-01-18,4798
Denmark,2021-01-18,1
France,2021-01-18,516
Netherlands,2021-01-18,101
New Zealand,2021-01-18,0
United Kingdom,2021-01-18,171
Australia,2021-01-19,909
Canada,2021-01-19,18360
China,2021-01-19,4799
Denmark,2021-01-19,1
France,2021-01-19,518
Netherlands,2021-01-19,102
New Zealand,2021-01-19,0
United Kingdom,2021-01-19,173
Australia,2021-01-20,909
Canada,2021-01-20,18548
China,2021-01-20,4801
Denmark,2021-01-20,1
France,2021-01-20,518
Netherlands,2021-01-20,102
New Zealand,2021-01-20,0
United Kingdom,2021-01-20,179
Australia,2021-01-21,909
Canada,2021-01-21,18688
China,2021-01-21,4802
Denmark,2021-01-21,1
France,2021-01-21,519
Netherlands,2021-01-21,102
New Zealand,2021-01-21,0
United Kingdom,2021-01-21,185
Australia,2021-01-22,909
Canada,2021-01-22,18864
China,2021-01-22,4802
Denmark,2021-01-22,1
France,2021-01-22,519
Netherlands,2021-01-22,106
New Zealand,2021-01-22,0
United Kingdom,2021-01-22,185
Australia,2021-01-23,909
Canada,2021-01-23,18981
China,2021-01-23,4803
Denmark,2021-01-23,1
France,2021-01-23,520
Netherlands,2021-01-23,106
New Zealand,2021-01-23,0
United Kingdom,2021-01-23,188
Australia,2021-01-24,909
Canada,2021-01-24,19111
China,2021-01-24,4804
Denmark,2021-01-24,1
France,2021-01-24,521
Netherlands,2021-01-24,106
New Zealand,2021-01-24,0
United Kingdom,2021-01-24,190
Australia,2021-01-25,909
Canada,2021-01-25,19237
China,2021-01-25,4807
Denmark,2021-01-25,1
France,2021-01-25,522
Netherlands,2021-01-25,107
New Zealand,2021-01-25,0
United Kingdom,2021-01-25,192
Australia,2021-01-26,909
Canada,2021-01-26,19380
China,2021-01-26,4809
Denmark,2021-01-26,1
France,2021-01-26,524
Netherlands,2021-01-26,107
New Zealand,2021-01-26,0
United Kingdom,2021-01-26,197
Australia,2021-01-27,909
Canada,2021-01-27,19465
China,2021-01-27,4810
Denmark,2021-01-27,1
France,2021-01-27,524
Netherlands,2021-01-27,108
New Zealand,2021-01-27,0
United Kingdom,2021-01-27,198
Australia,2021-01-28,909
Canada,2021-01-28,19665
China,2021-01-28,4813
Denmark,2021-01-28,1
France,2021-01-28,525
Netherlands,2021-01-28,109
New Zealand,2021-01-28,0
United Kingdom,2021-01-28,198
Australia,2021-01-29,909
Canada,2021-01-29,19802
China,2021-01-29,4814
Denmark,2021-01-29,1
France,2021-01-29,526
Netherlands,2021-01-29,109
New Zealand,2021-01-29,0
United Kingdom,2021-01-29,202
Australia,2021-01-30,909
Canada,2021-01-30,19943
China,2021-01-30,4814
Denmark,2021-01-30,1
France,2021-01-30,527
Netherlands,2021-01-30,110
New Zealand,2021-01-30,0
United Kingdom,2021-01-30,205
Australia,2021-01-31,909
Canada,2021-01-31,20033
China,2021-01-31,4817
Denmark,2021-01-31,1
France,2021-01-31,527
Netherlands,2021-01-31,110
New Zealand,2021-01-31,0
United Kingdom,2021-01-31,209
Australia,2021-02-01,909
Canada,2021-02-01,20137
China,2021-02-01,4818
Denmark,2021-02-01,1
France,2021-02-01,528
